Id,SalePrice
1461,123920.08
1462,157255.52
1463,187757.89
1464,191589.19
1465,191331.3
1466,174582.5
1467,172597.53
1468,171410.64
1469,188573.0
1470,122738.66
1471,202315.81
1472,94512.64
1473,99581.94
1474,153756.45
1475,135575.36
1476,377133.72
1477,255890.98
1478,307155.12
1479,222715.84
1480,513042.38
1481,301205.2
1482,207043.12
1483,170267.52
1484,168561.55
1485,174622.45
1486,197765.12
1487,319123.06
1488,234713.92
1489,206161.8
1490,206305.28
1491,184231.47
1492,89547.03
1493,190018.53
1494,296138.34
1495,290562.47
1496,225963.4
1497,195164.45
1498,159908.16
1499,158582.52
1500,154539.55
1501,181371.72
1502,161337.45
1503,297209.9
1504,234433.02
1505,229053.72
1506,188225.67
1507,253820.72
1508,204151.17
1509,168495.22
1510,143360.3
1511,146424.45
1512,167301.92
1513,156184.81
1514,159806.5
1515,187220.34
1516,161808.39
1517,156999.73
1518,128858.06
1519,223083.73
1520,133870.06
1521,138275.45
1522,166409.86
1523,111208.24
1524,122679.586
1525,126875.836
1526,122443.61
1527,104607.266
1528,131015.7
1529,146341.44
1530,172166.08
1531,122241.28
1532,95814.53
1533,140735.88
1534,120050.984
1535,155477.25
1536,112095.14
1537,79860.586
1538,175289.14
1539,146183.38
1540,104827.81
1541,146471.73
1542,141503.5
1543,220477.1
1544,75938.484
1545,104352.836
1546,128240.58
1547,134519.45
1548,135894.8
1549,121765.84
1550,147126.02
1551,107360.29
1552,134838.6
1553,156882.22
1554,116722.67
1555,166486.69
1556,91691.61
1557,110389.52
1558,91492.81
1559,96005.64
1560,129620.27
1561,139036.12
1562,125705.445
1563,120542.5
1564,154696.81
1565,148557.08
1566,231402.02
1567,72420.51
1568,236020.84
1569,146171.73
1570,131286.44
1571,131759.53
1572,149761.28
1573,242832.36
1574,98820.0
1575,224058.48
1576,225537.12
1577,202793.02
1578,147264.92
1579,142671.02
1580,188276.94
1581,148686.2
1582,130095.61
1583,334709.62
1584,236354.31
1585,142434.3
1586,70356.625
1587,98951.9
1588,157592.44
1589,91869.4
1590,130737.93
1591,97857.125
1592,118847.61
1593,125346.22
1594,130410.98
1595,105293.73
1596,254231.55
1597,188294.2
1598,209751.81
1599,188722.72
1600,182340.98
1601,71076.164
1602,117087.93
1603,89676.43
1604,272270.84
1605,239832.84
1606,166316.69
1607,159719.28
1608,214152.56
1609,193802.36
1610,156547.44
1611,141417.97
1612,156652.16
1613,156019.48
1614,118146.36
1615,89290.85
1616,72574.086
1617,87303.734
1618,129434.984
1619,135429.19
1620,140805.36
1621,138692.42
1622,142764.95
1623,331293.53
1624,221944.45
1625,121550.39
1626,166925.25
1627,189540.67
1628,277426.28
1629,176926.44
1630,392949.56
1631,223131.69
1632,237803.6
1633,173183.89
1634,183056.02
1635,184275.92
1636,157251.61
1637,179189.78
1638,212254.31
1639,173490.78
1640,255384.67
1641,178269.81
1642,236154.66
1643,210009.08
1644,230557.78
1645,187818.8
1646,154045.06
1647,163125.81
1648,129718.305
1649,140922.31
1650,114466.555
1651,121040.375
1652,93845.164
1653,94888.734
1654,149393.38
1655,151095.77
1656,148918.98
1657,153980.33
1658,146729.89
1659,140293.8
1660,150174.58
1661,452174.75
1662,404747.25
1663,375546.3
1664,478517.28
1665,311888.47
1666,296712.2
1667,350747.34
1668,343232.62
1669,302417.6
1670,328288.7
1671,257164.14
1672,488788.47
1673,300338.66
1674,248494.3
1675,187507.75
1676,189132.92
1677,213257.19
1678,473850.47
1679,418267.75
1680,330020.56
1681,263835.97
1682,289349.47
1683,177816.89
1684,167338.39
1685,176060.3
1686,170872.48
1687,168025.8
1688,187099.6
1689,188689.52
1690,182785.06
1691,176114.19
1692,272580.0
1693,169601.05
1694,185515.5
1695,165867.39
1696,274676.0
1697,171998.52
1698,395483.88
1699,337808.25
1700,246265.22
1701,262281.75
1702,256511.98
1703,255225.9
1704,288775.3
1705,227646.36
1706,462567.3
1707,231908.89
1708,215237.03
1709,277718.4
1710,212297.17
1711,258724.86
1712,216450.08
1713,252372.56
1714,221623.62
1715,210129.3
1716,180420.31
1717,171766.8
1718,133589.66
1719,200664.42
1720,252951.0
1721,157505.97
1722,127718.3
1723,152331.98
1724,211884.75
1725,235937.98
1726,191262.84
1727,163705.81
1728,174435.33
1729,167293.86
1730,172274.48
1731,118295.055
1732,132767.81
1733,115835.58
1734,115388.836
1735,133113.7
1736,118141.78
1737,344761.34
1738,209503.1
1739,278656.47
1740,217806.16
1741,188439.58
1742,180794.75
1743,173027.53
1744,299607.1
1745,242070.38
1746,245183.39
1747,222119.97
1748,230674.38
1749,155469.42
1750,132055.27
1751,243413.5
1752,119299.95
1753,133132.06
1754,215277.92
1755,168287.11
1756,127159.0
1757,123007.88
1758,147297.94
1759,167277.05
1760,162663.06
1761,145502.8
1762,167896.3
1763,176222.25
1764,115947.945
1765,151071.22
1766,172193.12
1767,206068.36
1768,145969.23
1769,153510.12
1770,145564.4
1771,134450.77
1772,140679.28
1773,136228.47
1774,127897.16
1775,142881.36
1776,123353.695
1777,116431.4
1778,139915.95
1779,108981.58
1780,173758.77
1781,135375.08
1782,91349.6
1783,133831.92
1784,103544.67
1785,125439.055
1786,158614.86
1787,166859.48
1788,58244.953
1789,98495.516
1790,84494.484
1791,179893.1
1792,158656.66
1793,120902.87
1794,149464.86
1795,135910.83
1796,129012.53
1797,117697.07
1798,128817.8
1799,117266.35
1800,130174.47
1801,127929.76
1802,146841.9
1803,148219.22
1804,141457.03
1805,133545.81
1806,118520.03
1807,130070.92
1808,121930.31
1809,120885.984
1810,147616.2
1811,106769.03
1812,107796.336
1813,123361.27
1814,101941.45
1815,57225.137
1816,101457.54
1817,118548.98
1818,144636.47
1819,124451.336
1820,59263.883
1821,107778.305
1822,145330.06
1823,31152.295
1824,138481.64
1825,135126.8
1826,104110.38
1827,103999.75
1828,135794.48
1829,110489.516
1830,139690.77
1831,156493.08
1832,92825.01
1833,133952.55
1834,117842.25
1835,132570.83
1836,129371.54
1837,89042.13
1838,121500.93
1839,89855.1
1840,173965.0
1841,148531.28
1842,80507.18
1843,132855.6
1844,143295.0
1845,128418.984
1846,148178.88
1847,153957.94
1848,55011.27
1849,116671.8
1850,121778.3
1851,157445.23
1852,128142.65
1853,128519.27
1854,169208.55
1855,142616.72
1856,226162.22
1857,154097.81
1858,135626.61
1859,117436.73
1860,152563.62
1861,119200.17
1862,257464.17
1863,248685.64
1864,248760.56
1865,344473.78
1866,337143.22
1867,242475.77
1868,290762.8
1869,205721.89
1870,246389.42
1871,251515.86
1872,168739.03
1873,237406.38
1874,139538.14
1875,199858.58
1876,189538.78
1877,207377.2
1878,209487.33
1879,141706.8
1880,135514.88
1881,224537.4
1882,248133.33
1883,194133.78
1884,210967.14
1885,250729.02
1886,299096.6
1887,205117.8
1888,268579.28
1889,160684.12
1890,136218.23
1891,144714.22
1892,101565.14
1893,133169.75
1894,122292.914
1895,140174.45
1896,127446.055
1897,116777.984
1898,105387.65
1899,153660.44
1900,149699.55
1901,173158.11
1902,134415.22
1903,219304.23
1904,159025.62
1905,201531.08
1906,175069.62
1907,202738.78
1908,118088.83
1909,140662.95
1910,125803.97
1911,213473.28
1912,254884.89
1913,140206.7
1914,53320.69
1915,307721.7
1916,73184.305
1917,264583.1
1918,139886.62
1919,163893.52
1920,144425.3
1921,397465.3
1922,314413.53
1923,218825.2
1924,222146.48
1925,210072.25
1926,383998.94
1927,139358.77
1928,149500.61
1929,129856.836
1930,127044.88
1931,138788.12
1932,142275.89
1933,175321.1
1934,179334.64
1935,177404.9
1936,187710.83
1937,184624.84
1938,169856.61
1939,237899.23
1940,188972.56
1941,175197.48
1942,192090.92
1943,210589.66
1944,325847.53
1945,386559.1
1946,158775.53
1947,309406.2
1948,165967.84
1949,237623.2
1950,182943.77
1951,279462.06
1952,230245.12
1953,162249.12
1954,190800.39
1955,127506.14
1956,270519.0
1957,152043.02
1958,320565.25
1959,127396.125
1960,119501.33
1961,126045.45
1962,95745.586
1963,107254.38
1964,112222.16
1965,145790.98
1966,152808.61
1967,307254.78
1968,444979.3
1969,399604.84
1970,465839.62
1971,485720.6
1972,375165.94
1973,272642.22
1974,328524.53
1975,494217.53
1976,273034.34
1977,351274.5
1978,389173.44
1979,323627.47
1980,192747.61
1981,342988.97
1982,240383.42
1983,218382.92
1984,163044.75
1985,213500.78
1986,204554.36
1987,177729.1
1988,180030.06
1989,191077.25
1990,221099.45
1991,243890.84
1992,212862.77
1993,167206.22
1994,238387.31
1995,180188.95
1996,248381.88
1997,293849.8
1998,316764.03
1999,247159.77
2000,310191.06
2001,264502.06
2002,235325.2
2003,241607.8
2004,260307.19
2005,222762.78
2006,229714.8
2007,250692.25
2008,208306.83
2009,194144.44
2010,186750.56
2011,140204.45
2012,174237.98
2013,179067.14
2014,188153.25
2015,204558.38
2016,193825.33
2017,198507.89
2018,119679.72
2019,134140.12
2020,109747.625
2021,109041.0
2022,182944.27
2023,139280.69
2024,222533.7
2025,366710.75
2026,181444.5
2027,154972.58
2028,147457.73
2029,179279.77
2030,273820.2
2031,249413.7
2032,262394.16
2033,262824.56
2034,165358.45
2035,212788.25
2036,178541.05
2037,197336.34
2038,318938.84
2039,217625.55
2040,415873.7
2041,290228.94
2042,197005.42
2043,170148.16
2044,178702.33
2045,195706.11
2046,134185.62
2047,146823.1
2048,140688.56
2049,131692.77
2050,178856.92
2051,110238.32
2052,132336.7
2053,148816.84
2054,82262.04
2055,156342.62
2056,132389.05
2057,123667.195
2058,236092.55
2059,125215.29
2060,175622.2
2061,178506.7
2062,134158.72
2063,118967.77
2064,144059.39
2065,125552.79
2066,180411.81
2067,111648.89
2068,136498.12
2069,88958.84
2070,113570.07
2071,92519.72
2072,131252.53
2073,136087.34
2074,165183.72
2075,150910.55
2076,120066.38
2077,151417.78
2078,131198.5
2079,131542.81
2080,121479.1
2081,123910.84
2082,133658.42
2083,139025.39
2084,116055.59
2085,130691.26
2086,117270.766
2087,119430.71
2088,103896.23
2089,82623.33
2090,132009.47
2091,128286.65
2092,134242.11
2093,130219.39
2094,125665.06
2095,149673.94
2096,80499.46
2097,95079.51
2098,141674.89
2099,56454.56
2100,96084.516
2101,124597.67
2102,124342.805
2103,111034.32
2104,130145.305
2105,125648.766
2106,73379.97
2107,237514.03
2108,119633.15
2109,118358.836
2110,123986.94
2111,139689.06
2112,143612.94
2113,124413.195
2114,103119.06
2115,153736.34
2116,117610.61
2117,154726.34
2118,124172.99
2119,100711.38
2120,113615.43
2121,87727.766
2122,107758.0
2123,81414.31
2124,170638.5
2125,126157.37
2126,166874.16
2127,165466.78
2128,124999.75
2129,102123.01
2130,142989.89
2131,151207.42
2132,118435.01
2133,112086.46
2134,122701.28
2135,105591.195
2136,78617.24
2137,113881.79
2138,136513.52
2139,153215.2
2140,143231.69
2141,144898.23
2142,134291.39
2143,138483.23
2144,104985.27
2145,139119.03
2146,163572.81
2147,144778.55
2148,126797.805
2149,148374.33
2150,231384.92
2151,122646.48
2152,175279.95
2153,164520.11
2154,106247.88
2155,130442.2
2156,228805.75
2157,227879.3
2158,239181.83
2159,211989.39
2160,166096.67
2161,249880.06
2162,394574.53
2163,346811.84
2164,250894.89
2165,185448.58
2166,148582.36
2167,214291.9
2168,212994.25
2169,189583.11
2170,224349.55
2171,143552.05
2172,136279.9
2173,158854.72
2174,234913.9
2175,312084.38
2176,328989.2
2177,252303.34
2178,213405.03
2179,141583.28
2180,214027.4
2181,183979.39
2182,218094.88
2183,195459.27
2184,129496.266
2185,113345.125
2186,138513.84
2187,151065.19
2188,155944.69
2189,225118.95
2190,79225.08
2191,84747.39
2192,81924.516
2193,103683.586
2194,105957.195
2195,109556.64
2196,100793.25
2197,120811.25
2198,164589.28
2199,171927.72
2200,150416.78
2201,143130.4
2202,225777.36
2203,162496.84
2204,181287.16
2205,120744.21
2206,153965.78
2207,214799.52
2208,234866.14
2209,205631.62
2210,131765.2
2211,115247.91
2212,115350.51
2213,113557.53
2214,130310.71
2215,111288.445
2216,146904.52
2217,73531.05
2218,69625.08
2219,55791.78
2220,68992.06
2221,307941.8
2222,240443.86
2223,288453.66
2224,211664.38
2225,123633.83
2226,181213.23
2227,198497.84
2228,279966.72
2229,237437.2
2230,157117.88
2231,211587.36
2232,171825.19
2233,169553.95
2234,249791.6
2235,213775.22
2236,273492.8
2237,368297.47
2238,208217.78
2239,109746.805
2240,161308.03
2241,163286.81
2242,131897.89
2243,122849.24
2244,101393.38
2245,92716.95
2246,149609.64
2247,105291.875
2248,128482.445
2249,128572.7
2250,135460.47
2251,124366.164
2252,173092.86
2253,163558.78
2254,177996.72
2255,189635.25
2256,181974.9
2257,194651.25
2258,169209.97
2259,175112.6
2260,162160.62
2261,187267.31
2262,201531.27
2263,341811.5
2264,416769.03
2265,175884.0
2266,284651.16
2267,397164.8
2268,381083.16
2269,152470.36
2270,181793.05
2271,231778.25
2272,198222.33
2273,163766.2
2274,178479.36
2275,159059.06
2276,189027.31
2277,183774.66
2278,155899.61
2279,132847.25
2280,127236.46
2281,168619.95
2282,189245.03
2283,98157.29
2284,112478.64
2285,152915.08
2286,126768.82
2287,357040.97
2288,287194.9
2289,391377.12
2290,461807.53
2291,312975.1
2292,441977.34
2293,511082.34
2294,443339.56
2295,456837.72
2296,284256.97
2297,322013.6
2298,302307.25
2299,419877.2
2300,334688.75
2301,278029.5
2302,226941.89
2303,240375.5
2304,235839.25
2305,187911.98
2306,185898.16
2307,188442.14
2308,214174.61
2309,286247.44
2310,217926.39
2311,191388.23
2312,174102.33
2313,177692.53
2314,166852.16
2315,172610.66
2316,188386.16
2317,184221.95
2318,178205.47
2319,171326.42
2320,205753.27
2321,238541.16
2322,172260.4
2323,178322.97
2324,171354.61
2325,207345.47
2326,167538.94
2327,218546.81
2328,233524.2
2329,185228.88
2330,175150.48
2331,357181.62
2332,448398.94
2333,321078.06
2334,254727.48
2335,260776.31
2336,335785.2
2337,214615.28
2338,281250.34
2339,211735.14
2340,403736.56
2341,205260.03
2342,239226.69
2343,225027.19
2344,220787.33
2345,241722.84
2346,214647.47
2347,205757.84
2348,239969.72
2349,167551.34
2350,283346.9
2351,249787.94
2352,246352.44
2353,247965.83
2354,124155.88
2355,136359.64
2356,152512.66
2357,195547.47
2358,193690.12
2359,122561.945
2360,119275.05
2361,138609.95
2362,254932.69
2363,141090.62
2364,154030.31
2365,226972.75
2366,183734.7
2367,213352.48
2368,215762.08
2369,213254.95
2370,177280.0
2371,176839.44
2372,188815.77
2373,272331.84
2374,314262.34
2375,256496.98
2376,284843.62
2377,375021.06
2378,137642.77
2379,173795.55
2380,140801.31
2381,159859.02
2382,193002.28
2383,202578.0
2384,245952.83
2385,160998.62
2386,133449.62
2387,139514.39
2388,101499.086
2389,125391.76
2390,140916.58
2391,143106.08
2392,117775.25
2393,165763.64
2394,141033.17
2395,199596.17
2396,146695.88
2397,213538.44
2398,123226.08
2399,51384.3
2400,55069.027
2401,112682.31
2402,139579.38
2403,127861.875
2404,147326.2
2405,165001.69
2406,141751.73
2407,130967.734
2408,145781.17
2409,130901.3
2410,171582.05
2411,119775.56
2412,161787.8
2413,138344.89
2414,141443.42
2415,126725.05
2416,134868.6
2417,131276.67
2418,128285.2
2419,126950.32
2420,124285.18
2421,153522.58
2422,120439.28
2423,118826.1
2424,157078.75
2425,214990.11
2426,118487.07
2427,143361.31
2428,176124.06
2429,118159.62
2430,127635.46
2431,107301.445
2432,139492.64
2433,148128.55
2434,133616.67
2435,146839.02
2436,112535.18
2437,116155.586
2438,123100.375
2439,109994.64
2440,122202.19
2441,92439.61
2442,95861.67
2443,118624.766
2444,131851.62
2445,82246.66
2446,134490.36
2447,188460.47
2448,132141.72
2449,111163.65
2450,153490.69
2451,123561.79
2452,207909.14
2453,94116.48
2454,126995.87
2455,102270.62
2456,137549.52
2457,122791.625
2458,117800.555
2459,109595.75
2460,141172.72
2461,121612.83
2462,131815.47
2463,124778.23
2464,178193.14
2465,132613.73
2466,114226.04
2467,152813.62
2468,79395.28
2469,78362.5
2470,171081.23
2471,194270.4
2472,177926.66
2473,110542.83
2474,90756.16
2475,215642.3
2476,117577.516
2477,129573.75
2478,156072.69
2479,109323.086
2480,136998.34
2481,119886.5
2482,132419.83
2483,112812.58
2484,123465.055
2485,125028.08
2486,155554.3
2487,191900.4
2488,153634.31
2489,144314.62
2490,149774.64
2491,90373.016
2492,171833.89
2493,143221.55
2494,164981.31
2495,91204.7
2496,228933.92
2497,155962.02
2498,110802.41
2499,92405.23
2500,124782.39
2501,133955.23
2502,151458.67
2503,98217.71
2504,178676.17
2505,219099.3
2506,265783.3
2507,298333.94
2508,263783.62
2509,215243.64
2510,235000.03
2511,180370.88
2512,212085.94
2513,219242.25
2514,240467.2
2515,153297.86
2516,165828.45
2517,141784.34
2518,141777.12
2519,222040.45
2520,207942.66
2521,186590.6
2522,222928.67
2523,128083.08
2524,142327.19
2525,143135.53
2526,143459.58
2527,109284.08
2528,127219.6
2529,138109.27
2530,121296.27
2531,221583.03
2532,223450.44
2533,199218.44
2534,233277.64
2535,310253.88
2536,229983.28
2537,231603.31
2538,175873.11
2539,188477.98
