Id,SalePrice
1461,128851.55
1462,155632.66
1463,184210.16
1464,191182.64
1465,189407.67
1466,171654.5
1467,171742.52
1468,170412.6
1469,183626.58
1470,124709.81
1471,197802.12
1472,95712.13
1473,98137.86
1474,153793.66
1475,140391.1
1476,400337.03
1477,255639.06
1478,310205.3
1479,217410.23
1480,496148.72
1481,302235.1
1482,203030.28
1483,172108.36
1484,168073.3
1485,175516.7
1486,197214.1
1487,334873.78
1488,222063.03
1489,212051.64
1490,199807.98
1491,184653.42
1492,88500.48
1493,188989.83
1494,293405.22
1495,285182.97
1496,232686.9
1497,192561.31
1498,160565.42
1499,159560.84
1500,157186.98
1501,184448.69
1502,162392.27
1503,287982.47
1504,229086.72
1505,224771.2
1506,182015.55
1507,246423.34
1508,207481.94
1509,166103.73
1510,144294.2
1511,144275.8
1512,170193.67
1513,154023.39
1514,157787.67
1515,192822.34
1516,162469.17
1517,159831.56
1518,129893.05
1519,224786.89
1520,133170.94
1521,137103.53
1522,161429.62
1523,115040.37
1524,121290.11
1525,131873.2
1526,125612.08
1527,107147.1
1528,132008.53
1529,145677.0
1530,167916.39
1531,114908.13
1532,107868.72
1533,138497.2
1534,121377.77
1535,147047.48
1536,113352.1
1537,76231.14
1538,180120.03
1539,146439.61
1540,107926.46
1541,143461.2
1542,139119.5
1543,217972.61
1544,77167.42
1545,106113.125
1546,126088.11
1547,144828.84
1548,137242.95
1549,115982.78
1550,144372.97
1551,105270.375
1552,137222.84
1553,145315.52
1554,113407.66
1555,174819.56
1556,93934.47
1557,117163.32
1558,95417.875
1559,102678.12
1560,136825.47
1561,142422.94
1562,129004.74
1563,112362.336
1564,150840.62
1565,153260.0
1566,231208.81
1567,73863.42
1568,236124.14
1569,146970.9
1570,132306.38
1571,105485.39
1572,143798.03
1573,242181.03
1574,97915.15
1575,214718.66
1576,227651.95
1577,202166.19
1578,142112.81
1579,145147.27
1580,189524.5
1581,148407.92
1582,129245.32
1583,332174.66
1584,237441.06
1585,141704.61
1586,68885.17
1587,99681.516
1588,163029.88
1589,97130.12
1590,129985.93
1591,96819.55
1592,106646.89
1593,121780.29
1594,137814.61
1595,114900.4
1596,244631.9
1597,177761.16
1598,203437.02
1599,186074.86
1600,174214.33
1601,70742.39
1602,110125.97
1603,86395.72
1604,276623.97
1605,240216.86
1606,172635.86
1607,160813.12
1608,209175.5
1609,193103.64
1610,156591.34
1611,138489.52
1612,163074.28
1613,158147.5
1614,119252.586
1615,84148.336
1616,68961.2
1617,84351.55
1618,132207.44
1619,139786.38
1620,146989.9
1621,136538.56
1622,145414.6
1623,334773.78
1624,215773.6
1625,121474.4
1626,162530.78
1627,189606.78
1628,285709.84
1629,180973.12
1630,390598.25
1631,225412.52
1632,235540.12
1633,174917.77
1634,182904.83
1635,181848.12
1636,160026.6
1637,179183.78
1638,209966.9
1639,177276.78
1640,248420.67
1641,179513.72
1642,226336.89
1643,215983.6
1644,231320.78
1645,200171.47
1646,154502.53
1647,159959.8
1648,128008.164
1649,137738.0
1650,115152.086
1651,118693.375
1652,93666.0
1653,99527.625
1654,146412.75
1655,148904.95
1656,147643.23
1657,150319.53
1658,149337.6
1659,144220.8
1660,156394.75
1661,451070.44
