Id,SalePrice
1461,125711.03
1462,156090.23
1463,185638.17
1464,192725.4
1465,186541.86
1466,170833.89
1467,172732.27
1468,170309.03
1469,184519.11
1470,122354.9
1471,198738.48
1472,95853.6
1473,102713.06
1474,154316.33
1475,136963.88
1476,403707.7
1477,257367.05
1478,308231.5
1479,221074.52
1480,498201.25
1481,306321.3
1482,205527.22
1483,173968.31
1484,164573.84
1485,175139.89
1486,196543.88
1487,336445.1
1488,222654.1
1489,204986.81
1490,206290.64
1491,183338.56
1492,93624.375
1493,194526.16
1494,298661.84
1495,284372.62
1496,229955.6
1497,194284.69
1498,161574.9
1499,159990.62
1500,154839.56
1501,183085.1
1502,155321.7
1503,289454.34
1504,229343.3
1505,223812.67
1506,183361.39
1507,241996.12
1508,203271.28
1509,164534.02
1510,143032.44
1511,143020.06
1512,170267.0
1513,155779.52
1514,151875.5
1515,191794.16
1516,158710.95
1517,156390.6
1518,129023.52
1519,224105.78
1520,135485.64
1521,138596.69
1522,163971.72
1523,112655.24
1524,123926.73
1525,125986.62
1526,122323.8
1527,104494.51
1528,131268.39
1529,146811.25
1530,169633.27
1531,116340.766
1532,99619.68
1533,141728.9
1534,117831.69
1535,143288.77
1536,118715.79
1537,82064.6
1538,181089.1
1539,147869.38
1540,100714.75
1541,140866.83
1542,140169.42
1543,220823.45
1544,76811.93
1545,105550.13
1546,128853.01
1547,137895.16
1548,138214.58
1549,115701.26
1550,147360.55
1551,105870.01
1552,143265.08
1553,149067.42
1554,117139.48
1555,171286.22
1556,93528.19
1557,114234.21
1558,91654.98
1559,103895.53
1560,131581.97
1561,138850.12
1562,126526.66
1563,121045.32
1564,160083.9
1565,150691.19
1566,230922.8
1567,69334.71
1568,231523.44
1569,143201.94
1570,129874.85
1571,107504.58
1572,146837.12
1573,242934.06
1574,97418.56
1575,221029.42
1576,227595.34
1577,205869.89
1578,149708.3
1579,145124.39
1580,194058.98
1581,151366.4
1582,130592.914
1583,334496.22
1584,234960.03
1585,141855.47
1586,71692.44
1587,98987.766
1588,156510.69
1589,92063.375
1590,133578.77
1591,98223.95
1592,110114.15
1593,123791.63
1594,142144.83
1595,113026.68
1596,245783.16
1597,179076.86
1598,214084.94
1599,184000.25
1600,175942.75
1601,70379.445
1602,111779.46
1603,90444.12
1604,272000.44
1605,240111.12
1606,168733.81
1607,161132.39
1608,210989.38
