Id,SalePrice
1461,124711.86916993979
1462,159280.4289928495
1463,173226.7884282045
1464,178924.39352206988
1465,198350.15806793876
1466,169784.85716917328
1467,161152.73521860718
1468,162177.52280823328
1469,182666.42086527115
1470,125946.98260900618
1471,207254.71901176483
1472,96589.39812230742
1473,95187.63356741169
1474,162683.80083793704
1475,135061.77244214102
1476,399456.20977058023
1477,251120.807108202
1478,303726.43775582523
1479,268490.54870305787
1480,464509.94978584006
1481,313561.65184781054
1482,207957.91742193178
1483,169675.29272167393
1484,172255.25072992189
1485,178318.25321642196
1486,198770.74681351005
1487,355798.6275089438
1488,227911.31220619535
1489,200559.98014745864
1490,217903.0891050596
1491,189522.74634303144
1492,90747.9033431184
1493,195968.89024238035
1494,276963.3819633976
1495,282289.30134530354
1496,241078.92250154878
1497,178822.82134769994
1498,167372.39921182516
1499,167745.33041393192
1500,152169.7598754055
1501,165736.4359162156
1502,162359.68571425788
1503,304189.2278965598
1504,229172.38225313934
1505,217066.20108071208
1506,185613.97153942139
1507,229237.10351339143
1508,201907.71243353127
1509,161356.52014293775
1510,144388.76015128728
1511,143839.39205491994
1512,171802.19421337175
1513,146130.5443912938
1514,161249.40665928344
1515,197537.7102677928
1516,155206.3106214864
1517,162294.1056111019
1518,136857.52065698814
1519,225337.74817384864
1520,134956.97924372103
1521,137628.7583761714
1522,168476.79073471745
1523,107079.00242302578
1524,123696.41462098635
1525,124566.81453826961
1526,123657.03907055399
1527,110307.04291470908
1528,131170.13313511084
1529,146646.84611244802
1530,184389.71280899708
1531,97609.4098029875
1532,106409.00305263353
1533,148128.53707058646
1534,116865.64060126495
1535,148486.08651685278
1536,113437.67374650964
1537,71633.80735344258
1538,183812.51507119875
1539,216195.06971133954
1540,97664.68907203824
1541,139765.2038134914
1542,129714.33162113708
1543,209117.6810250367
1544,84978.08066121931
1545,108028.69388364661
1546,126299.27738423455
1547,129863.59779532159
1548,131702.8507560857
1549,109185.6780979101
1550,136641.53481679125
1551,123854.67973536681
1552,127947.87459171463
1553,147625.86093587737
1554,105606.8157261863
1555,165914.7018305901
1556,78495.79138937098
1557,112042.19204945855
1558,94734.41559172432
1559,78335.97653341122
1560,131895.5246511734
1561,129859.04750575026
1562,127053.55722216575
1563,120445.93171637367
1564,153792.08947839114
1565,144105.65096703134
1566,235300.4524277945
1567,78860.21725114812
1568,224523.35415543188
1569,140222.56758529524
1570,130379.93175818493
1571,126035.14511576323
1572,147946.19662780102
1573,298486.35695559054
1574,115946.77342946999
1575,230825.46018072005
1576,213705.01805172034
1577,196890.11386999759
1578,144278.36636316963
1579,136761.50512884452
1580,181016.34174054698
1581,146027.82285462017
1582,126140.05814484482
1583,327405.09819840296
1584,231509.50966863343
1585,138640.36433492386
1586,84425.14737898498
1587,96874.81520187613
1588,153619.783468844
1589,104553.10606995397
1590,138538.1067969941
1591,95587.92671304688
1592,118024.14685726074
1593,132960.1074571711
1594,143567.44962476252
1595,108629.70662545666
1596,242833.2719767782
1597,194425.49480758328
1598,215597.98314306213
1599,198745.65994471792
1600,192207.76446009468
1601,80222.70192840071
1602,107763.02142603179
1603,94782.05171947538
1604,283554.0217993398
1605,237663.47104264935
1606,165064.11916137853
1607,187052.76526830829
1608,210364.36255691567
1609,193278.70688554354
1610,147826.26338618927
1611,140530.9861223921
1612,176384.75611217192
1613,154045.36898341635
1614,124060.5992859284
1615,92084.07167645496
1616,73278.03558479578
1617,96144.81867654652
1618,126739.04963236925
1619,135315.4840529992
1620,153214.3565385222
1621,131556.2875335074
1622,143645.2067586482
1623,287670.8247873878
1624,214632.6747410132
1625,130235.3322798633
1626,167292.8670402575
1627,174243.3976167882
1628,274835.05461943394
1629,171975.9240703714
1630,377274.4750230741
1631,221631.39253299346
1632,245479.46269417164
1633,166880.825949308
1634,179356.3291025543
1635,179119.2233502598
1636,154194.08463077253
1637,183735.39343597894
1638,214824.97711137976
1639,178778.18171771956
1640,262253.14351801766
1641,174295.61452644458
1642,225230.66106403456
1643,215726.82780078964
1644,221237.8047898322
1645,179107.5518351808
1646,155545.9496873096
1647,165033.4066077799
1648,130464.12101905272
1649,137448.91615402672
1650,115466.73444909672
1651,127756.11715764849
1652,100058.66644445185
1653,100290.00425491968
1654,150689.86135927445
1655,158365.46209704917
1656,154518.72716586068
1657,150499.00126799665
1658,154630.88086421695
1659,147149.56048839603
1660,152012.98091578932
1661,454542.6649386029
1662,424078.1580283867
1663,383982.49245234893
1664,391019.5767464882
1665,313200.66399454843
1666,325482.46916638553
1667,355496.11370155966
1668,334152.98090431705
1669,307478.7006339744
1670,349160.0947066735
1671,249922.16542119556
1672,453815.88448090415
1673,305154.163716746
1674,241376.44344703064
1675,178919.06865336475
1676,183140.752288341
1677,209068.54893526167
1678,448485.8919986491
1679,377358.2048437782
1680,319905.04549081804
1681,268207.96951182856
1682,310916.0351138396
1683,177838.5078542369
1684,179533.75636656294
1685,178096.13715775867
1686,175334.7939446353
1687,172120.1206147129
1688,186096.75175568208
1689,189809.870293409
1690,192775.33718527315
1691,179392.41147803084
1692,272836.63694064505
1693,172728.64168664394
1694,173654.77280427184
1695,163967.1838952555
1696,268253.3131541849
1697,164151.24828016313
1698,367025.5772941229
1699,290937.40406183444
1700,241027.001474238
1701,255274.50180202545
1702,254208.93332604266
1703,243873.57905466427
1704,298177.69549148984
1705,230346.00651673437
1706,448355.4373157219
1707,219867.76782340038
1708,202431.83985297065
1709,292217.6750722772
1710,213091.08155599207
1711,255124.03220629197
1712,262674.5343581015
1713,263779.1596551707
1714,212367.5901458672
1715,205151.85600731842
1716,200982.89998746122
1717,179028.46536705192
1718,136395.46700037207
1719,208498.4552006948
1720,242333.50045511988
1721,173759.7903509522
1722,136360.90539767983
1723,159708.37483220288
1724,210359.8788455831
1725,238371.47273135075
1726,188953.23413547935
1727,157115.01697790454
1728,184276.89962200288
1729,160266.47531707777
1730,163863.43425369053
1731,117146.94267852722
1732,130840.03425928093
1733,118049.7969438343
1734,126797.50202868604
1735,139522.79175699645
1736,112410.61516508456
1737,361741.8460016145
1738,208833.02612620385
1739,319558.5723617445
1740,229676.92999937283
1741,188943.63031105485
1742,165736.4359162156
1743,170872.62080757142
1744,303844.9773923875
1745,217343.90425227027
1746,242812.06563691996
1747,228102.8002117387
1748,232646.89761239884
1749,152041.4600851492
1750,131350.39214822304
1751,243757.63439065008
1752,123289.97257934553
1753,145107.12770614063
1754,204078.93328145987
1755,166277.89738263257
1756,126813.0709836375
1757,123278.08811010745
1758,150227.70280372625
1759,154466.62845081242
1760,165082.3638593694
1761,143772.3649688854
1762,168794.53366455468
1763,176128.40869796704
1764,115169.82312823845
1765,172640.52934964024
1766,174795.06561816297
1767,217318.54885759836
1768,152466.7942897906
1769,176435.67264911896
1770,155792.24883092658
1771,135985.4836691474
1772,141322.9517506996
1773,130233.50786643104
1774,131003.52174752732
1775,142237.28454678354
1776,120215.31468814192
1777,115884.28649940534
1778,151709.5098893785
1779,114276.1759459742
1780,170321.19142762307
1781,139979.78476998894
1782,97392.26226942099
1783,133676.0223901267
1784,105045.20943451385
1785,132429.27374336845
1786,166434.4353675519
1787,173507.94518643085
1788,61476.86467943165
1789,116572.45350811626
1790,91039.21536403988
1791,190199.7456447857
1792,161954.60734867596
1793,126138.35983644481
1794,148665.17865421355
1795,137425.8664531923
1796,131849.8280243059
1797,115854.60419632205
1798,128887.03521464247
1799,119468.57461680844
1800,142164.80717661825
1801,129287.90480632275
1802,138528.33444964045
1803,148939.9043126657
1804,135168.93551868183
1805,138631.61962626298
1806,110873.60384099193
1807,125962.40744405726
1808,120925.45379716955
1809,123094.30310829355
1810,138898.97268282564
1811,98092.53601016589
1812,96933.78644561504
1813,118955.38408062037
1814,102525.06493616215
1815,54325.03884276575
1816,102119.28161765222
1817,120034.55912891994
1818,154039.88395556618
1819,126952.99087770424
1820,46804.93905834714
1821,113025.53137260994
1822,153412.98162954615
1823,34331.33483813979
1824,134037.34848282507
1825,124722.33396339223
1826,96658.01635496067
1827,103788.69453464462
1828,128004.61982129674
1829,120316.17289700596
1830,136445.5514132485
1831,164911.1792376226
1832,89664.1684996546
1833,135194.2054234568
1834,120016.14971175998
1835,127332.02118898071
1836,124941.82529009008
1837,97364.08140240333
1838,122882.48353644145
1839,91737.24212209736
1840,151166.01235200037
1841,140805.28926578272
1842,71640.0195476408
1843,133602.97189138856
1844,144976.58779368005
1845,138090.74724344868
1846,159426.6038977718
1847,165123.1431693037
1848,57730.637558775394
1849,118586.89879140601
1850,124985.3924945279
1851,156952.97662163572
1852,132698.27617299778
1853,141270.70379553572
1854,172684.18740999617
1855,144739.84523798636
1856,218395.30262967685
1857,173277.74269865968
1858,132189.07459137938
1859,124500.5631052292
1860,147071.37203691376
1861,124500.5631052292
1862,293220.3087222585
1863,284925.3930579586
1864,284925.3930579586
1865,360886.0302245383
1866,349567.35114841314
1867,251620.63305867268
1868,298030.92027078226
1869,202519.49191023502
1870,243372.91518155896
1871,265649.9890669008
1872,169242.7343537239
1873,220162.0042086992
1874,140871.45190936513
1875,202768.2183554759
1876,185546.16543107404
1877,222408.22104757625
1878,212183.0297041318
1879,137258.84941889584
1880,129114.13149640229
1881,227593.32575882337
1882,240483.61851044232
1883,192959.765697826
1884,210961.67722590425
1885,257545.0357442656
1886,300531.84983871557
1887,215797.4944617419
1888,282805.4824777682
1889,168487.7115697365
1890,135087.54913832003
1891,134674.48244220822
1892,109586.72441140613
1893,130946.97736104051
1894,133332.4165188062
1895,144502.68064459952
1896,123212.21763696658
1897,107382.41164986778
1898,108705.43960378648
1899,165217.42820296748
1900,162775.6515434741
1901,169232.24755263468
1902,150966.76480671923
1903,207341.20633733974
1904,153775.96912800818
1905,192312.71028071627
1906,175350.58989514166
1907,219068.41663134977
1908,117125.6040666089
1909,141216.5462734348
1910,126238.62746004928
1911,219221.98247205693
1912,311500.0589506831
1913,156569.19867853203
1914,72127.17428126276
1915,309404.2945846168
